,Genre,ID,popularity,is_exp,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
145,rnb,3xRbymJj98leHL7K8Y94WS,55,False,She's Playing Hard To Get,Hi-Five,0.525,0.811,1,-6.148,1,0.0602,0.00847,0.0,0.266,0.751,199.977,4
146,rnb,5A0aUvnfAEcmUx3hoXjI8R,63,False,I'm So Into You,SWV,0.85,0.513,7,-10.663,1,0.0513,0.0624,0.00249,0.0689,0.623,99.01,4
147,rnb,6m59VvDUi0UQsB2eZ9wVbH,68,False,Poison,Bell Biv DeVoe,0.829,0.573,6,-10.316,0,0.224,0.00216,0.00432,0.612,0.803,111.848,4
148,rnb,6uQKuonTU8VKBz5SHZuQXD,68,False,This Is How We Do It,Montell Jordan,0.799,0.63,0,-9.279,1,0.0748,0.0159,0.0,0.453,0.772,103.647,4
149,rnb,2lp8xjq0WTm3HZKHuDEweg,64,False,Tell Me,Groove Theory,0.8,0.361,6,-10.849,0,0.0635,0.0355,3.75e-06,0.0668,0.887,93.059,4
150,rnb,51RvCRzeTqoQgdOBgcpHtT,59,True,Just Kickin' It,Xscape,0.694,0.365,1,-12.294,0,0.0635,0.054,3.43e-05,0.401,0.693,80.904,4
151,rnb,174UISK3l7VRbigEHxEev7,63,False,Can't You See (feat. The Notorious B.I.G.),Total,0.744,0.574,8,-9.445,0,0.0651,0.165,1.27e-05,0.295,0.805,86.278,4
152,rnb,0YfNXMKlh46m6aAhHOrmls,63,False,Doo Wop (That Thing) - Edit,Ms. Lauryn Hill,0.795,0.56,2,-8.908,1,0.0659,0.00867,0.0,0.226,0.635,99.922,4
153,rnb,6fRLVZ4jKzuqyDPlIdbq9q,59,True,Butta Love,Next,0.735,0.441,1,-8.412,0,0.0407,0.0972,0.0,0.0967,0.591,108.015,4
154,rnb,7qdo6JOOaaY9LadOAhfXq7,57,False,Let's Get Down,Tony! Toni! Toné!,0.907,0.66,7,-4.403,1,0.0956,0.0477,0.0,0.196,0.552,103.318,4
155,rnb,7MQywXGHEev7JmwwIzMcao,64,False,Love Like This,Faith Evans,0.767,0.551,0,-7.328,1,0.0616,0.00364,0.0,0.0451,0.796,100.904,4
156,rnb,4jnFqNWeJCeCRHc4HCdxfd,72,False,Remember the Time,Michael Jackson,0.831,0.921,5,-2.383,0,0.0581,0.153,0.00213,0.305,0.794,108.002,4
157,rnb,7tsRp7QKUBp6hc9bth0h7x,61,False,Don't Walk Away,Jade,0.831,0.915,10,-7.501,0,0.128,0.147,0.00571,0.196,0.881,102.979,4
158,rnb,0BTGqPIW9acmhhUmENkq5r,64,False,If You Love Me,Brownstone,0.687,0.583,7,-10.224,1,0.064,0.224,0.0,0.106,0.21,95.137,4
159,rnb,0IBgCsG8dRnUtveiIaoFHF,58,False,In My Bed - So So Def Mix,Dru Hill,0.818,0.655,10,-7.68,0,0.253,0.11,0.0,0.0754,0.82,95.443,4
160,rnb,3XG801WWhqC753dekEBkMt,64,False,Real Love,Mary J. Blige,0.769,0.781,0,-5.472,1,0.0797,0.119,0.000371,0.0506,0.826,95.02,4
